id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,total
100,2026-01-05,168,37,3,5,13792.01
101,2026-04-29,66,10,2,4,10262.46
102,2026-01-29,342,50,1,1,12778.98
103,2026-01-30,256,11,3,4,3280.74
104,2025-12-22,282,17,4,3,9880.96
105,2026-03-18,188,35,4,5,14644.02
106,2026-03-19,327,11,1,1,13762.83
107,2026-03-25,486,18,4,4,6392.07
108,2026-01-14,127,47,3,3,1832.09
109,2026-02-12,471,1,2,1,13535.23
110,2026-04-07,456,23,2,5,3347.29
111,2026-05-17,340,10,3,4,9260.34
112,2026-04-27,107,19,2,5,14082.42
113,2026-03-02,104,20,1,2,14422.83
114,2026-04-23,216,28,2,4,6259.67
115,2026-01-08,314,28,2,3,9182.8
116,2026-01-10,267,11,3,4,11300.69
117,2026-04-26,58,17,2,5,8757.19
118,2026-05-09,58,20,4,2,14913.22
119,2025-12-20,20,44,2,3,7827.81
120,2026-03-27,262,33,4,3,3489.33
121,2026-04-10,109,44,3,5,11577.2
122,2026-01-22,368,31,1,3,11214.52
123,2025-12-25,81,22,4,1,13239.68
124,2026-02-09,231,42,1,2,13253.37
125,2026-04-19,413,13,1,2,4849.72
126,2026-05-23,218,18,2,3,6657.91
127,2026-01-15,13,10,1,4,14908.04
128,2026-02-28,176,9,2,5,2668.8
129,2026-04-05,358,23,2,1,12887.57
130,2026-01-27,145,15,4,3,5302.6
131,2026-01-30,425,19,1,1,6060.03
132,2026-03-09,211,15,1,1,662.47
133,2026-04-09,437,20,4,4,6759.79
134,2025-12-14,352,4,3,2,11720.03
135,2026-04-24,381,40,4,2,13613.52
136,2025-12-20,389,25,1,2,11104.64
137,2026-01-06,355,46,3,3,3518.82
138,2026-02-05,270,50,1,2,4017.69
139,2026-03-09,253,1,1,2,10066.69
140,2026-04-27,103,25,4,1,4763.15
141,2026-03-02,135,32,3,3,12609.73
142,2026-05-25,52,23,3,4,5309.84
143,2026-02-07,22,48,4,2,2618.52
144,2026-06-04,228,16,1,2,3351.67
145,2026-04-02,460,39,2,3,563.5
146,2026-01-03,331,22,3,4,7825.58
147,2026-05-18,301,3,1,4,2239.24
148,2026-05-21,47,3,2,2,4233.52
149,2026-05-26,499,26,2,5,14335.93
150,2026-01-02,265,20,3,5,8359.28
151,2026-03-30,36,35,4,3,6048.8
152,2026-02-08,458,6,3,5,5295.71
153,2026-01-08,28,27,1,3,7074.94
154,2026-01-10,137,36,3,4,4681.11
155,2026-04-23,204,32,4,5,13201.89
156,2026-02-23,232,11,1,1,13065.19
157,2025-12-13,258,25,4,1,6324.35
158,2026-05-29,271,41,4,4,6067.58
159,2026-03-22,498,13,3,4,13910.79
160,2026-04-08,83,35,3,1,4365.67
161,2026-01-26,127,37,3,1,14745.6
162,2026-02-22,259,36,1,1,3918.35
163,2026-06-03,227,36,3,5,11360.66
164,2026-03-18,400,6,4,1,11161.46
165,2026-02-21,192,24,2,3,6432.75
166,2026-05-19,485,11,4,5,13103.98
167,2026-01-14,469,47,1,3,14378.48
168,2025-12-10,304,29,3,5,13948.02
169,2026-05-23,94,22,3,2,13843.03
170,2026-05-08,278,12,4,2,4330.55
171,2026-05-23,271,46,3,4,6919.15
172,2026-02-23,191,47,3,1,10267.72
173,2026-02-25,488,5,4,5,2889.94
174,2026-02-18,307,27,1,4,5694.03
175,2026-01-22,53,21,4,1,5975.45
176,2026-05-01,342,35,1,4,7231.98
177,2026-05-06,169,42,4,2,2442.27
178,2026-02-22,243,32,1,2,10307.64
179,2026-03-16,334,13,1,1,4325.26
180,2026-04-08,233,1,2,2,7016.59
181,2026-04-02,68,29,3,2,5359.39
182,2026-05-20,347,41,4,3,7505.43
183,2026-04-23,468,9,2,4,6452.86
184,2026-04-26,86,45,3,1,12608.62
185,2026-01-23,13,5,3,1,7014.29
186,2026-02-22,373,25,1,4,10349.62
187,2026-01-19,28,41,4,2,928.62
188,2026-01-28,379,29,1,5,2737.01
189,2026-02-09,148,12,1,3,10725.71
190,2026-01-21,258,34,1,2,9496.47
191,2026-02-10,323,28,4,3,12035.87
192,2026-05-18,200,11,3,1,5158.47
193,2026-04-06,275,25,2,4,11488.3
194,2025-12-31,385,44,3,2,8909.98
195,2026-01-31,471,50,1,1,13566.53
196,2026-03-09,90,45,4,2,1658.02
197,2025-12-21,361,19,4,2,1483.64
198,2025-12-29,500,28,1,4,8634.58
199,2026-01-31,185,5,1,5,10317.38
200,2026-04-15,357,16,4,1,623.19
201,2026-04-08,353,28,4,1,10457.34
202,2025-12-26,164,30,1,4,4974.16
203,2026-05-28,133,36,2,2,11489.14
204,2026-04-10,46,38,3,4,5777.08
205,2026-01-02,375,27,3,2,4096.22
206,2026-04-29,203,38,3,2,10873.05
207,2026-04-17,153,19,1,4,5395.26
208,2026-01-23,118,41,3,1,2695.9
209,2026-05-05,255,2,2,2,1323.61
210,2025-12-25,246,47,1,2,5956.28
211,2025-12-13,359,27,2,2,3029.69
212,2025-12-19,439,24,2,5,12727.23
213,2026-03-13,71,5,2,1,10116.95
214,2026-02-28,237,25,3,3,8091.2
215,2026-02-18,163,30,1,3,14406.69
216,2026-05-28,467,17,4,3,13660.31
217,2026-01-08,425,29,1,5,9514.31
218,2025-12-09,154,16,4,4,1189.09
219,2026-02-22,322,28,4,1,7134.08
220,2026-03-15,163,36,1,1,12749.47
221,2026-05-24,130,9,1,3,5152.06
222,2026-03-22,472,33,4,1,962.75
223,2026-05-11,91,49,1,3,13107.0
224,2026-02-08,173,38,3,5,5803.18
225,2026-05-04,78,3,1,2,7297.42
226,2026-04-17,151,29,3,5,2159.62
227,2026-02-03,373,47,3,3,9094.03
228,2025-12-23,107,12,4,3,6532.22
229,2025-12-30,150,20,2,3,6417.39
230,2026-01-17,480,41,1,3,14559.4
231,2026-01-11,229,17,3,5,14783.13
232,2026-01-30,333,11,2,3,2307.15
233,2026-05-27,81,13,2,1,8701.7
234,2025-12-09,260,14,2,5,12849.19
235,2026-03-05,185,14,1,2,2221.58
236,2025-12-26,377,32,3,4,1209.23
237,2025-12-16,170,36,3,2,11275.77
238,2025-12-15,339,45,2,4,4057.93
239,2026-05-07,352,19,1,5,9765.44
240,2025-12-26,268,29,4,3,5166.59
241,2026-03-19,27,50,4,5,14401.69
242,2026-04-14,309,26,3,1,1042.1
243,2026-03-04,159,25,3,5,9638.99
244,2026-02-14,393,42,1,1,11274.66
245,2026-05-20,319,6,4,4,13706.54
246,2026-04-30,119,49,2,4,12537.97
247,2026-03-14,182,35,2,4,5026.7
248,2026-01-06,158,39,3,2,3752.67
249,2026-02-25,249,11,4,1,6529.66
250,2026-01-24,32,25,4,2,6259.67
251,2025-12-09,202,45,2,3,3409.57
252,2026-01-29,434,46,1,3,12566.11
253,2026-05-26,166,28,3,4,11779.73
254,2026-01-24,177,41,3,1,7865.97
255,2026-05-25,400,24,4,4,4478.97
256,2026-04-06,330,43,1,1,3863.54
257,2026-03-22,43,14,3,4,858.31
258,2026-05-04,261,2,2,2,746.35
259,2026-02-16,164,2,4,5,2523.87
260,2026-03-04,235,1,2,3,2642.99
261,2026-01-29,463,16,2,2,1533.79
262,2026-03-03,11,38,4,3,3865.73
263,2026-03-09,172,30,1,3,12244.77
264,2026-04-10,110,7,1,3,6098.54
265,2026-05-28,316,43,2,2,10900.16
266,2026-02-19,285,24,3,4,2687.62
267,2026-02-15,265,27,2,1,8094.43
268,2026-01-12,81,29,1,1,4512.99
269,2026-01-31,499,19,3,1,10430.35
270,2026-01-12,432,14,2,3,10177.24
271,2026-02-02,275,16,4,5,14776.58
272,2026-02-08,192,18,4,2,14048.38
273,2026-05-31,117,24,3,1,4620.77
274,2026-03-17,309,37,4,2,7805.74
275,2026-05-10,198,3,1,1,11881.55
276,2026-04-16,68,26,2,5,7878.63
277,2026-03-14,182,15,3,5,13885.73
278,2025-12-10,393,48,3,4,6178.78
279,2026-01-03,446,17,3,2,1224.08
280,2026-02-27,486,33,2,3,7260.82
281,2026-03-21,95,7,2,5,3937.06
282,2026-03-23,414,17,2,2,4762.49
283,2025-12-26,390,8,3,3,12571.13
284,2026-05-16,297,36,3,1,6599.03
285,2026-02-19,372,14,3,5,6274.64
286,2025-12-15,290,49,2,5,11058.39
287,2026-05-07,488,8,3,4,11047.11
288,2026-03-25,131,35,4,4,10477.44
289,2026-02-05,202,23,3,1,9663.81
290,2026-06-03,102,20,4,4,13324.51
291,2026-01-15,265,48,2,4,11379.93
292,2026-05-20,150,44,3,4,10279.51
293,2026-04-08,439,46,3,1,13095.4
294,2026-04-14,301,12,4,1,11092.58
295,2026-01-15,482,49,4,3,13797.43
296,2026-04-25,3,26,4,5,10893.95
297,2026-01-14,52,11,2,1,510.73
298,2026-04-21,488,30,2,2,6585.29
299,2026-02-22,373,49,3,5,3252.59
300,2026-03-21,404,22,1,5,5544.34
301,2026-01-31,145,41,2,5,11625.99
302,2026-03-09,284,30,2,3,4390.15
303,2026-04-27,204,37,4,1,9117.53
304,2026-04-01,399,31,2,5,8124.69
305,2026-02-13,60,46,3,5,5482.33
306,2026-02-02,248,46,1,4,13604.7
307,2026-05-03,106,2,1,1,11161.79
308,2026-04-15,355,19,3,2,8705.29
309,2025-12-12,340,1,2,2,14046.6
310,2025-12-27,489,12,1,1,9713.89
311,2026-03-08,258,31,3,2,11143.64
312,2026-01-31,223,19,4,3,10998.62
313,2026-01-05,482,24,2,4,13961.65
314,2026-04-15,53,36,3,2,9671.43
315,2026-05-24,423,11,4,3,14286.6
316,2026-03-31,75,26,1,5,13970.81
317,2026-04-09,448,2,2,5,3101.78
318,2025-12-31,368,40,4,4,6732.43
319,2026-03-03,345,15,4,5,14705.52
320,2026-02-22,139,19,1,3,14193.35
321,2026-02-19,115,42,4,3,4810.19
322,2026-05-22,148,41,3,4,1681.41
323,2026-03-17,269,24,4,2,5860.0
324,2025-12-19,447,48,4,3,1938.71
325,2026-02-03,163,5,2,5,1971.95
326,2026-01-29,220,19,4,1,5963.93
327,2026-01-03,7,17,4,2,4669.58
328,2026-02-22,451,34,1,5,1094.83
329,2026-03-11,67,46,1,4,4788.74
330,2026-04-01,279,13,1,4,11826.1
331,2026-03-17,420,19,4,2,1008.1
332,2026-04-13,187,44,2,4,13937.36
333,2026-05-29,37,42,1,5,3432.02
334,2026-01-14,96,9,3,4,9743.75
335,2025-12-17,200,32,1,5,8591.02
336,2026-03-18,399,33,2,1,3837.32
337,2026-02-17,427,35,2,5,2922.91
338,2026-05-23,24,38,1,1,7795.83
339,2026-05-05,45,50,1,5,4548.47
340,2026-04-12,355,18,4,5,14464.99
341,2026-01-09,135,36,1,2,8399.5
342,2026-04-30,394,25,1,1,11683.54
343,2026-04-02,487,16,2,5,9452.09
344,2026-01-23,116,39,1,3,13407.98
345,2026-05-27,422,18,4,2,4787.27
346,2025-12-26,441,26,2,4,4728.91
347,2026-04-17,416,8,2,3,5325.62
348,2026-02-11,180,25,4,1,9015.78
349,2026-06-03,225,43,4,5,8348.1
350,2026-05-02,370,5,2,5,10862.25
351,2026-01-31,491,26,2,4,6752.55
352,2026-01-13,286,32,1,2,9402.48
353,2025-12-27,382,30,2,5,4405.16
354,2026-03-27,352,1,1,3,7911.08
355,2026-01-01,23,21,2,3,1983.96
356,2026-04-18,202,25,2,4,8597.45
357,2026-05-05,66,35,3,5,13947.95
358,2026-04-15,283,41,1,1,7371.9
359,2026-01-26,381,12,2,1,7290.63
360,2026-02-11,69,35,4,3,8479.9
361,2026-05-22,83,27,3,3,3908.77
362,2026-04-17,21,27,3,3,13687.85
363,2026-03-16,127,33,4,2,10102.58
364,2026-02-27,11,18,1,5,13227.56
365,2026-01-24,49,20,4,3,989.49
366,2026-04-08,238,24,4,5,7199.07
367,2025-12-30,499,33,4,3,709.02
368,2026-01-21,120,39,3,4,5887.28
369,2026-02-27,54,15,1,2,3175.32
370,2025-12-16,204,12,3,4,1870.16
371,2026-01-02,87,19,1,4,5024.91
372,2025-12-11,103,20,3,4,2732.1
373,2026-02-13,314,44,4,4,11895.4
374,2026-06-01,319,15,3,5,4291.03
375,2026-05-17,40,39,3,3,12280.42
376,2025-12-23,74,48,4,2,2274.63
377,2025-12-14,440,7,3,3,4618.0
378,2026-03-12,13,17,3,1,11855.56
379,2026-03-19,249,24,1,1,6974.19
380,2026-05-09,424,42,1,4,9889.98
381,2026-05-16,302,3,2,5,9252.56
382,2026-01-04,247,28,2,2,8360.99
383,2026-01-28,38,27,3,1,14311.24
384,2026-01-18,448,35,2,3,2665.83
385,2026-01-21,429,13,4,2,11879.87
386,2026-01-31,321,23,3,3,12527.88
387,2026-01-18,345,26,4,3,4378.61
388,2026-01-31,489,34,1,4,11171.14
389,2026-04-22,294,43,2,3,6701.92
390,2026-01-04,109,6,3,1,3065.98
391,2026-04-10,246,23,1,4,4039.29
392,2026-02-01,391,22,2,3,4184.25
393,2026-04-11,249,50,2,5,1252.8
394,2026-03-29,161,45,3,3,7778.34
395,2026-03-24,391,17,3,4,6274.57
396,2026-04-27,219,47,1,4,11475.22
397,2026-05-05,262,30,1,5,1933.48
398,2026-02-26,433,44,4,5,1694.76
399,2026-01-30,75,48,1,1,9119.4
400,2026-04-17,264,43,3,3,10948.48
401,2026-04-25,26,31,1,4,4219.9
402,2026-05-24,469,30,1,4,7286.77
403,2026-03-08,132,10,4,5,14266.03
404,2026-03-17,75,20,1,4,10213.07
405,2025-12-12,378,32,3,5,9249.87
406,2026-03-12,104,27,2,3,3521.84
407,2026-05-10,46,27,2,4,2298.88
408,2026-04-09,263,29,2,2,6132.53
409,2026-01-22,259,26,1,3,6581.63
410,2026-06-02,335,15,4,2,2768.6
411,2026-04-03,179,44,3,5,8615.44
412,2026-02-08,331,31,2,5,7997.17
413,2026-01-14,313,22,2,1,5630.98
414,2026-05-27,453,18,3,3,7369.42
415,2025-12-20,277,21,1,3,1291.46
416,2026-02-23,401,5,2,5,1146.18
417,2026-04-11,416,23,4,5,12542.71
418,2026-01-06,278,8,3,3,3263.92
419,2026-01-26,466,20,4,1,9870.98
420,2026-02-19,440,45,3,1,4112.76
421,2025-12-26,482,14,4,4,3820.17
422,2026-04-10,39,41,1,1,9424.88
423,2026-04-09,128,50,4,3,11731.79
424,2026-04-17,261,1,1,2,10094.26
425,2026-01-07,169,1,2,3,1720.18
426,2026-02-23,153,36,1,3,7333.26
427,2026-04-13,139,13,2,1,5768.91
428,2026-02-12,211,14,2,2,6401.19
429,2026-05-25,248,38,1,4,2324.56
430,2026-03-26,112,21,1,3,3687.78
431,2026-03-27,170,17,4,2,4202.1
432,2026-02-20,245,2,1,4,3705.06
433,2026-02-07,70,42,2,5,9952.21
434,2026-03-28,375,31,4,4,757.56
435,2026-04-27,216,30,3,3,3743.89
436,2026-03-28,312,2,1,4,9930.6
437,2026-03-04,260,7,3,1,13925.86
438,2025-12-16,418,30,1,5,1797.65
439,2026-01-24,172,12,3,1,6382.51
440,2026-02-10,286,30,3,4,14527.33
441,2025-12-29,52,47,4,3,3820.42
442,2026-03-15,174,34,4,2,2705.63
443,2026-02-14,414,1,3,2,8205.86
444,2026-03-27,16,30,4,4,11489.4
445,2026-03-20,298,36,2,3,10757.41
446,2026-02-28,58,33,3,1,14020.29
447,2026-03-19,491,27,4,5,8389.2
448,2026-02-17,217,37,4,1,8577.1
449,2026-02-20,381,36,2,5,4251.37
450,2026-05-17,295,42,2,2,12963.04
451,2025-12-31,305,24,4,2,11562.69
452,2026-03-21,2,35,4,5,11893.26
453,2026-03-05,133,8,3,4,6617.27
454,2025-12-14,279,40,1,1,5184.71
455,2026-03-03,261,9,2,2,13745.54
456,2026-02-12,267,44,4,5,2292.11
457,2026-01-02,262,10,2,3,11368.87
458,2026-03-22,286,11,4,4,12766.63
459,2026-04-24,178,26,1,4,8903.13
460,2026-05-03,292,36,2,2,7076.32
461,2026-04-10,465,26,3,2,11808.62
462,2026-04-28,112,19,1,5,13788.15
463,2026-05-10,478,1,2,5,14479.6
464,2026-03-25,180,35,1,5,569.35
465,2026-02-02,335,28,4,2,14557.93
466,2026-06-04,69,43,2,2,10303.28
467,2025-12-19,185,49,2,5,3877.5
468,2026-03-15,185,3,3,2,8068.25
469,2025-12-28,474,32,4,2,10758.88
470,2026-04-09,210,16,4,4,14748.24
471,2026-03-22,248,24,1,2,10843.42
472,2026-05-21,361,26,2,5,9854.95
473,2026-05-06,364,37,2,5,12185.49
474,2026-05-10,378,31,2,1,1237.42
475,2026-04-19,456,24,4,4,4158.54
476,2026-01-01,25,47,1,2,9045.38
477,2026-02-16,263,1,3,5,14986.21
478,2026-01-21,48,45,2,2,9458.25
479,2026-02-06,344,32,2,1,4744.77
480,2026-05-10,90,26,4,4,7582.3
481,2026-01-24,160,7,4,2,4022.43
482,2026-05-31,145,6,2,1,5227.76
483,2026-04-17,64,33,2,4,5407.52
484,2026-02-25,165,48,4,1,3659.1
485,2026-03-06,364,6,2,1,5978.03
486,2026-01-28,412,1,2,5,13953.68
487,2026-03-25,400,4,1,5,9931.78
488,2026-02-07,152,28,3,5,8693.1
489,2026-03-04,314,2,4,3,9249.73
490,2026-02-19,64,14,3,1,14146.72
491,2026-04-04,222,49,1,2,1665.27
492,2026-02-02,357,5,2,2,13088.84
493,2026-04-29,187,47,1,5,5610.47
494,2026-06-04,334,14,4,5,7196.54
495,2026-04-22,254,31,3,1,1308.37
496,2025-12-20,350,27,4,1,9392.1
497,2026-04-19,500,9,1,5,1464.11
498,2025-12-10,66,9,2,1,11683.99
499,2026-04-01,189,9,3,1,1491.26
500,2026-04-02,489,11,2,4,3307.49
501,2026-02-12,65,6,1,5,10993.36
502,2025-12-30,53,30,1,1,9670.59
503,2025-12-18,397,50,1,4,10718.71
504,2026-03-07,128,2,1,4,2588.82
505,2026-02-17,76,13,1,3,13470.08
506,2026-04-25,99,42,4,3,10796.24
507,2026-03-28,205,48,2,2,11678.52
508,2026-04-16,395,6,2,5,6950.57
509,2026-05-01,178,45,1,4,5600.77
510,2026-01-25,115,20,1,1,13744.18
511,2026-03-18,154,33,1,2,5435.38
512,2026-01-22,71,44,3,4,2361.14
513,2025-12-17,362,35,2,3,7672.12
514,2026-04-17,357,34,2,1,5538.07
515,2026-04-19,254,18,2,2,6130.6
516,2026-05-29,11,5,4,4,11211.88
517,2026-04-15,3,49,1,2,6684.36
518,2026-01-27,442,8,4,1,13980.75
519,2025-12-31,81,4,1,3,6662.26
520,2026-03-19,210,13,3,2,575.4
521,2026-05-17,500,10,4,1,9615.55
522,2026-04-25,381,30,4,3,8001.75
523,2026-04-25,137,22,2,1,7525.06
524,2026-05-07,43,49,1,3,4266.37
525,2026-02-19,275,14,4,3,2773.44
526,2026-03-27,253,44,3,4,9249.33
527,2026-03-25,83,46,1,1,13186.71
528,2025-12-10,151,30,2,2,12521.62
529,2026-01-19,391,4,3,3,3155.08
530,2026-02-10,397,26,4,3,14364.14
531,2026-05-15,112,44,3,2,4504.6
532,2026-05-09,476,21,3,4,1292.95
533,2026-01-10,431,17,1,1,13243.6
534,2026-06-06,3,50,4,4,13391.26
535,2026-01-25,158,9,1,2,2951.31
536,2026-02-14,278,11,4,4,14197.4
537,2026-01-04,19,27,1,4,2640.77
538,2026-02-26,46,47,4,3,3760.07
539,2026-03-10,222,15,3,5,10720.72
540,2026-05-11,499,17,2,1,10919.05
541,2026-01-28,208,35,2,2,13816.68
542,2026-01-27,22,44,1,1,8235.0
543,2026-04-11,196,25,1,1,14166.52
544,2026-04-17,102,17,3,4,1942.18
545,2025-12-17,350,26,2,2,7204.48
546,2025-12-26,226,2,2,5,6147.97
547,2026-01-09,424,25,4,2,12119.44
548,2026-06-01,297,22,1,5,10637.04
549,2026-04-02,282,8,2,4,5607.84
550,2025-12-16,289,7,4,3,1124.35
551,2025-12-14,414,41,1,2,13765.72
552,2026-02-25,40,35,2,2,5265.78
553,2026-04-29,416,38,1,1,6485.3
554,2026-02-03,433,34,1,4,7228.17
555,2026-01-12,215,15,2,3,7528.2
556,2026-01-29,180,13,3,1,5438.7
557,2026-06-06,283,29,3,4,12236.01
558,2026-01-30,428,38,1,4,7170.36
559,2026-04-07,369,18,1,2,7548.86
560,2026-05-12,473,5,1,1,7137.84
561,2026-01-27,379,27,2,2,5369.96
562,2026-02-14,341,2,1,4,2455.2
563,2025-12-31,199,19,2,1,1967.09
564,2025-12-10,497,47,4,3,10498.84
565,2026-01-01,34,28,1,5,11340.63
566,2026-05-08,263,46,3,5,5911.47
567,2026-04-02,439,20,4,4,6638.85
568,2026-06-03,343,37,1,1,14661.63
569,2025-12-29,228,20,4,5,13611.41
570,2026-02-15,365,17,2,3,13713.86
571,2026-05-19,78,19,1,3,10082.92
572,2026-02-21,435,34,4,2,13849.48
573,2026-01-02,180,47,4,2,4446.65
574,2025-12-29,309,45,4,5,2151.52
575,2026-01-06,305,18,3,1,1232.49
576,2026-02-04,458,11,2,1,8150.06
577,2026-02-05,452,47,4,5,9753.26
578,2026-03-28,88,28,2,2,2732.97
579,2026-05-31,422,46,3,2,5686.11
580,2026-01-07,173,42,2,4,8645.74
581,2025-12-13,144,12,3,1,1211.55
582,2025-12-29,452,7,2,5,11078.27
583,2026-06-02,176,38,4,4,817.13
584,2026-01-16,68,29,2,2,12482.53
585,2026-03-20,342,46,3,5,5143.03
586,2026-05-17,16,8,3,1,2917.95
587,2026-04-28,424,21,1,4,14732.54
588,2026-02-06,312,50,1,3,6138.53
589,2026-05-05,142,27,3,1,4439.12
590,2026-05-25,379,44,3,1,1347.08
591,2026-01-19,83,7,3,5,662.88
592,2026-05-18,347,40,3,4,4273.52
593,2026-01-10,30,42,1,4,6977.37
594,2026-06-06,199,1,2,4,11364.0
595,2026-03-17,33,21,3,3,7958.65
596,2026-03-27,344,13,2,5,1391.63
597,2026-02-19,442,40,2,2,9757.24
598,2026-03-08,54,2,2,2,11167.82
599,2026-01-28,43,16,1,2,10562.62
600,2026-05-03,99,1,3,3,7150.44
601,2026-05-14,348,5,2,5,1789.4
602,2026-01-05,450,9,4,5,14373.57
603,2026-01-14,185,45,4,3,2041.92
604,2026-01-13,97,6,3,2,6817.12
605,2026-05-17,289,2,1,2,3779.06
606,2026-04-28,323,17,3,4,14871.17
607,2026-05-27,116,13,3,1,2832.77
608,2026-04-03,139,22,4,3,6447.3
609,2026-04-13,211,14,3,3,5552.16
610,2026-03-05,185,22,1,4,1954.93
611,2026-04-22,256,3,3,4,3869.49
612,2026-01-24,267,43,2,2,5252.32
613,2026-02-10,84,24,2,3,6841.56
614,2026-05-26,170,2,3,2,8226.13
615,2026-05-17,218,25,3,1,7992.56
616,2026-04-09,247,3,2,3,7964.25
617,2026-02-16,424,17,4,1,11352.75
618,2026-02-23,353,11,2,4,792.56
619,2026-03-03,206,17,4,2,12852.88
620,2026-02-21,94,21,4,3,3717.89
621,2026-05-27,321,13,2,1,5042.14
622,2026-04-30,444,17,1,4,3138.34
623,2026-01-24,411,4,2,4,6509.3
624,2026-05-30,314,19,3,1,4355.13
625,2026-05-19,63,13,3,3,624.99
626,2026-03-09,76,50,1,3,3875.35
627,2026-02-25,480,47,3,2,9324.65
628,2026-02-12,215,10,2,3,6071.66
629,2025-12-27,372,21,1,5,11974.61
630,2026-04-09,395,12,4,1,14274.3
631,2026-04-25,367,9,4,4,3519.05
632,2026-01-11,475,45,2,4,4891.27
633,2026-04-12,229,48,3,5,13056.09
634,2026-01-07,18,37,3,5,3313.85
